CRN,Course Name,Instructor,Subject,Course Number,Question,Review
37414,Programming Design Paradigm (Spring 2024),"Shesh, Amit",CS,5010,What I could have done to make this course better for myself.,"Reduce the amount of work (labs and assignments). People have other courses too. We cant give our entire time to just this course,"
37414,Programming Design Paradigm (Spring 2024),"Shesh, Amit",CS,5010,What I could have done to make this course better for myself.,Better time management. Things do ramp up as we progress through the semester.
37414,Programming Design Paradigm (Spring 2024),"Shesh, Amit",CS,5010,What I could have done to make this course better for myself.,Could have done pre-lecture surveys.
37414,Programming Design Paradigm (Spring 2024),"Shesh, Amit",CS,5010,What I could have done to make this course better for myself.,Learnt more in detail about object oriented programming
37414,Programming Design Paradigm (Spring 2024),"Shesh, Amit",CS,5010,What I could have done to make this course better for myself.,Started working on design patterns from the start where it would have been easier to implement in assignments and learn along the way.
37414,Programming Design Paradigm (Spring 2024),"Shesh, Amit",CS,5010,What I could have done to make this course better for myself.,I could be more actively in TAs office hour I could have done better.
37414,Programming Design Paradigm (Spring 2024),"Shesh, Amit",CS,5010,What I could have done to make this course better for myself.,I could have written the test cases better. I lost all my grades in self eval. I regret that I didn't know how to write test cases. Otherwise I could have scored A but now I won't.
37414,Programming Design Paradigm (Spring 2024),"Shesh, Amit",CS,5010,What I could have done to make this course better for myself.,Nothing
37414,Programming Design Paradigm (Spring 2024),"Shesh, Amit",CS,5010,What I could have done to make this course better for myself.,I shouldnt have opted for this course initially as this course doesnt add any weightage to my profile.
37414,Programming Design Paradigm (Spring 2024),"Shesh, Amit",CS,5010,What I could have done to make this course better for myself.,Should have polished my foundations of OOP before starting this course.
37414,Programming Design Paradigm (Spring 2024),"Shesh, Amit",CS,5010,What I could have done to make this course better for myself.,Unit testing is very important along with time management.
37414,Programming Design Paradigm (Spring 2024),"Shesh, Amit",CS,5010,What I could have done to make this course better for myself.,Read lecture notes early and continue to ask questions during office hours from TA's and Professor to understand material fully prior to attempting assignments.
37414,Programming Design Paradigm (Spring 2024),"Shesh, Amit",CS,5010,What I could have done to make this course better for myself.,Focus early to find a partner I work well with.
37414,Programming Design Paradigm (Spring 2024),"Shesh, Amit",CS,5010,What I could have done to make this course better for myself.,NA
37414,Programming Design Paradigm (Spring 2024),"Shesh, Amit",CS,5010,What I could have done to make this course better for myself.,I wish I would have carried all the concepts I learnt in the classroom to my assignments. Lay out the structure of the code I am about to write while keeping in mind what I learnt in class.
19753,,"Farahmand Asil, Maryam",CS,5002,What were the strengths of this course and/or this instructor?,NA
19753,,"Farahmand Asil, Maryam",CS,5002,What were the strengths of this course and/or this instructor?,The course material was very interesting and offered a good challenge. The instructor tried very hard and came up with ideas that allowed everyone to participate
19753,,"Farahmand Asil, Maryam",CS,5002,What were the strengths of this course and/or this instructor?,Kind and patient
19753,,"Farahmand Asil, Maryam",CS,5002,What were the strengths of this course and/or this instructor?,this instructor is always well-prepared and organized for each classes. She is very responsible and experienced for her teaching and provide us lots of resources and help.
19753,,"Farahmand Asil, Maryam",CS,5002,What were the strengths of this course and/or this instructor?,she does many practice questions to let us better understand the materials
19753,,"Farahmand Asil, Maryam",CS,5002,What were the strengths of this course and/or this instructor?,Very good
19753,,"Farahmand Asil, Maryam",CS,5002,What were the strengths of this course and/or this instructor?,The professor has the course very organized. Every topic is explained to make the students easiest to understand
19753,,"Farahmand Asil, Maryam",CS,5002,What were the strengths of this course and/or this instructor?,Our professor is incredibly understanding and supportive.
19753,,"Farahmand Asil, Maryam",CS,5002,What were the strengths of this course and/or this instructor?,open to questions
19753,,"Farahmand Asil, Maryam",CS,5002,What were the strengths of this course and/or this instructor?,"The course has overlapping materials with CS5001, which allows the students to learn from the mathematical aspects of cs. I personally think it is very helpful."
19753,,"Farahmand Asil, Maryam",CS,5002,What were the strengths of this course and/or this instructor?,"Clear communication, enthusiasm in teaching"
19753,,"Farahmand Asil, Maryam",CS,5002,What were the strengths of this course and/or this instructor?,well-prepared course contents.
19753,,"Farahmand Asil, Maryam",CS,5002,What were the strengths of this course and/or this instructor?,She is good at math and teaching. She can use effective methods to explain the theory which is hard to understand.
19753,,"Farahmand Asil, Maryam",CS,5002,What could the instructor do to make this course better?,NA
19753,,"Farahmand Asil, Maryam",CS,5002,What could the instructor do to make this course better?,"Perhaps modify teaching style to be slower and more suited to beginners. I felt a bit lost at times, although she did improve a lot during the semester."
19753,,"Farahmand Asil, Maryam",CS,5002,What could the instructor do to make this course better?,It would be even better if our professor could adjust the level of the course and assignments a little bit to better accommodate CSA students as compared to math major students.
19753,,"Farahmand Asil, Maryam",CS,5002,What could the instructor do to make this course better?,it will be helpful if we can have more small segments of group discussion in lectures to break it down.
19753,,"Farahmand Asil, Maryam",CS,5002,What could the instructor do to make this course better?,less workload for final maybe.
19753,,"Farahmand Asil, Maryam",CS,5002,What could the instructor do to make this course better?,It would be helpful if the instructor can post the lecture notes ahead of time for us to review.
19753,,"Farahmand Asil, Maryam",CS,5002,What could the instructor do to make this course better?,More cs related questions?
19753,,"Farahmand Asil, Maryam",CS,5002,What could the instructor do to make this course better?,if the professor can send me emails if I didn't join the in person session. That would help me to attend more
19753,,"Farahmand Asil, Maryam",CS,5002,What could the instructor do to make this course better?,try to avoid technical issues in the course recording
19753,,"Farahmand Asil, Maryam",CS,5002,What could the instructor do to make this course better?,Maybe throwing some questions about examples before the course helps me to think about it.
19753,,"Farahmand Asil, Maryam",CS,5002,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,NA
19753,,"Farahmand Asil, Maryam",CS,5002,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"Use some of the same methods from the live class on Wednesdays (slower introduction, more detailed examples)"
19753,,"Farahmand Asil, Maryam",CS,5002,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"Our professor patiently and carefully responds to each question posed by students. She always arrives at class well prepared, and her lecture notes are concise and elegant."
19753,,"Farahmand Asil, Maryam",CS,5002,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,Maryam is very helpful in answering course-related questions in time which is super helpful
19753,,"Farahmand Asil, Maryam",CS,5002,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,strength: She designs course well. she takes care of students background knowledge and making great notes for us to review. Students can feel being cared and envovled.
19753,,"Farahmand Asil, Maryam",CS,5002,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,The instructor excels at clearly delivering class materials to students. The lecture notes are very helpful for us to review the materials.
19753,,"Farahmand Asil, Maryam",CS,5002,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,Nothing
19753,,"Farahmand Asil, Maryam",CS,5002,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,The instructor has the most patient heart and has really tried to explain very clearly.
19753,,"Farahmand Asil, Maryam",CS,5002,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,Good.
19753,,"Farahmand Asil, Maryam",CS,5002,Please comment on your experience of the online course environment in the open-ended text box.,NA 
19753,,"Farahmand Asil, Maryam",CS,5002,Please comment on your experience of the online course environment in the open-ended text box.,"The online part of the course was helpful to understanding the course material. I am not a big fan of online interaction for group projects and other such things, but it got the job done. "
19753,,"Farahmand Asil, Maryam",CS,5002,Please comment on your experience of the online course environment in the open-ended text box.,Very encouraging 
19753,,"Farahmand Asil, Maryam",CS,5002,Please comment on your experience of the online course environment in the open-ended text box.,N/A 
19753,,"Farahmand Asil, Maryam",CS,5002,Please comment on your experience of the online course environment in the open-ended text box.,good 
19753,,"Farahmand Asil, Maryam",CS,5002,Please comment on your experience of the online course environment in the open-ended text box.,Not very clear voice and screen sharing 
19753,,"Farahmand Asil, Maryam",CS,5002,Please comment on your experience of the online course environment in the open-ended text box.,I've had a great overall experience with the online classes. 
19753,,"Farahmand Asil, Maryam",CS,5002,Please comment on your experience of the online course environment in the open-ended text box.,Very helpful in previewing class materials 
19753,,"Farahmand Asil, Maryam",CS,5002,Please comment on your experience of the online course environment in the open-ended text box.,"I have no idea why our course is so hard compared to another class. And the online course is easy to understand, but just not that related to our in person class "
19753,,"Farahmand Asil, Maryam",CS,5002,Please comment on your experience of the online course environment in the open-ended text box.,The online module videos are most of the time helpful. However I feel that the materials covered in class are more helpful. 
19753,,"Farahmand Asil, Maryam",CS,5002,Please comment on your experience of the online course environment in the open-ended text box.,"sometimes the recording of the class is muted, or the camera does not cover the whiteboard that instructor is writing. I suggest that professor should try to avoid these cases in the following courses. "
19753,,"Farahmand Asil, Maryam",CS,5002,Please comment on your experience of the online course environment in the open-ended text box.,It's high school math. 
19753,,"Farahmand Asil, Maryam",CS,5002,Please comment on your experience of the online course environment in the open-ended text box.,"Some parts are not explained clearly enough, but fortunately, my instructor used her own way to help me to understand. "
19753,,"Farahmand Asil, Maryam",CS,5002,What I could have done to make this course better for myself.,NA
19753,,"Farahmand Asil, Maryam",CS,5002,What I could have done to make this course better for myself.,I could have practiced more and consulted more online materials from other sources
19753,,"Farahmand Asil, Maryam",CS,5002,What I could have done to make this course better for myself.,I should have given myself more time to thoroughly watch the online videos before the in-person sessions.
19753,,"Farahmand Asil, Maryam",CS,5002,What I could have done to make this course better for myself.,preview more thoroughly
19753,,"Farahmand Asil, Maryam",CS,5002,What I could have done to make this course better for myself.,N/A
19753,,"Farahmand Asil, Maryam",CS,5002,What I could have done to make this course better for myself.,"Go to YouTube, learn by yourself"
19753,,"Farahmand Asil, Maryam",CS,5002,What I could have done to make this course better for myself.,Spend more time on worksheets and office hour.
19753,,"Farahmand Asil, Maryam",CS,5002,What I could have done to make this course better for myself.,More cs practice
19753,,"Farahmand Asil, Maryam",CS,5002,What I could have done to make this course better for myself.,Go to lectures even more. And join the Zoom session every Wednesday
19753,,"Farahmand Asil, Maryam",CS,5002,What I could have done to make this course better for myself.,"more practices of assignments or worksheets, which is helpful to help me understand."
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,Prof Maxwell is extremely knowledgeable about computer vision and did a great job presenting the material in an order that made sense and in a solid level of detail. Concepts were explained in a way that
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,Projects are really good
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,He is very knowledgeable in this area.
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,The instructor can really break things down in a simple manner
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,-
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,well structured. clear explanation and vivid examples
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,The professor is very amazing and friendly. He solve and answers student's very doubts very fast on piazza.
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,It is very obvious that the professor is well-versed in the material and passionate about the field.
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,One of the best professors we have and I learned a lot w.r.t computer vision in depth with the help of Bruce Maxwell's teaching and the way assignments and projects are structured
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,Great teaching style. Professor is very patient and understanding
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,Easily the best professor in the university
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,Expertise in computer vision and neural networks within the academic realm.
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,The quality of the course and homework is one of the best in the university. The instructor is willing to look into detail of the homework and coding which is great.
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,Prof Maxwell is amazing. There is no one better to teach you the basics of CV. Despite being online his class is super engaging and fun. The projects he defined were also very good in helping you learn
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,"He had a vast amount of knowledge and experience in the field of computer vision, which could be seen clearly in the way he teaches complex topics and breaks it down for a student's better understanding."
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,The instructor's method of teaching was good.
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,"Very knowledgeable, enthusiastic about the material."
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,The information is presented very interestingly. The instructor wants the students to succeed. The course teaches a lot of important and interesting information.
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,"I think the strengths are the expertise, and depth at which the instructor teaches the course, there is a lot of information that is taught well and lectures are engaging and there is lots of class participation"
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,"Instructor is very helpful, very good creation of assignments and tasks."
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,"Professor Maxwell is passionate and knew the material really well. Most of all, he was a great teacher, very approachable and enthusiastic about the course material. He reminded us to ask questions often."
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,His way of teaching is really interactive and helpful
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,"Prof maxwell is very inclusive, doesnt take himself too seriously, and is passionate about the subject. He can explain things clearly and at a good pace."
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,"Although extremely skilled and experienced, He never belittled, and was patient to listen to everyone's ideas and questions. This allowed for a completely organic learning experience for the sake of self-"
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,The instructor is very informative and the course lectures help a lot in preparing for the homeworks and projects.
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,"Prof Bruce extremely knowledgeble about the course, was able to answer every query, and allowed student to give input"
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,Assignments we challenging
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,"Clear communication, Expertise in the field, Effectively addresses questions"
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,Teaching style and project flow
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,"The course is practical and industry-relevant. The selection of topics covered in class was excellent. The professor gave an in-depth explanation of the concepts along with practical examples, which made"
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,Professor Maxwell is very knowledgeable on this subject matter and is good at explaining these concepts.
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What were the strengths of this course and/or this instructor?,"Prof. Bruce is an amazing Professor, This course is really well designed and fun. It allows you to do things hands-on and experience/ understand/ visualize what you are learning. The Professor teaches all"
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,"This class is challenging, and I have no complaints in that regard because I've learned a lot and find computer vision very fun to explore. However, the attendance issue has been a focal point throughout the"
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,Make the workload a little less. I found myself spending up to 40 hours a week on some assignments
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,-
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,"Professor make the assignments a little short and make the assignments check policy liberal, especially the extensions part."
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,Nothing comes to mind.
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,N.A
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,Release grades faster
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,It's been nothing short of exceptional thus far; I have no grievances.
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,Nothing comes to mind.
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,"While the instructor made commendable efforts to simplify complex concepts, there were instances where grasping them proved challenging within the given time constraints. It would have been"
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,Split the class into two sessions instead of one long 3 hrs class
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,"The assignments are great for learning, but too time-consuming if other commitments came up."
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,"Structure the modules better, and give titles and descriptions of what was covered each week."
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,"Possibly provide more secondary resources outside of the lectures to learn concepts, and also to possibly space out projects more than 2 weeks apart from each other (or take out one or combine one into"
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,Take more time with the innovation that is being happening currently
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,"Continue the great work, not much improvement needed. I guess there could be more breaks if the classes are long."
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,Splitting the 3 hours into 2 1.5 hours maybe
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,When going over CNNs in the beginning the pacing was super fast. If I hadn't had any background on this before I wouldnt have known anything about what he was saying. But overall repeating things twice
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,"Nothing. Everything, he planned and executed was optimally tailored to give the tools students needed to explore the field by themselves, should they decide to pursue a career in it."
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,"Personally, I had trouble with the 3-hour long once-weekly course schedule. If possible, I think breaking the courses into two 1.5 hour sections weekly would allow for more absorption of information."
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,"Maybe its a zoom thing, thats at times it was hard to focus"
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,Maybe include some more tutorials for OpenCV.
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,nothing
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,"While the course structure is well designed, I'd like to suggest the professor to go a little easy on the assignments. The amount of work was enormous. I learned a lot because of that, and I'd like to thank the"
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,Make the recordings available regardless
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,What could the instructor do to make this course better?,"As students, our attention spans are really weak and we cannot pay attention for such long durations and there is too much information packed in the lectures."
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,The instructor could talk more about current research
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"I think the instructor is a strong teacher, I think possibly better spacing or assignments or secondary sources for cruxes of projects that students may have trouble on."
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,Fun to be in class.
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,-
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,He kept it fun and exciting for everyone with fun questions in the beginning of class and jokes from time to time and stories relating to the topics. The additional section of learning about important figures in
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,In my opinion the professor was very inclusive.
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,Professor Bruce Maxwell's teaching is very easy to understand and helps make everyone understand the concept by explaining concepts in detail
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"Good at incentivizing people to turn on cameras, but could provide more incentivization. Very clear about asking questions and not being afraid to do so. Always adds to what students have to say."
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,Lots of experience in the field. Included modern techniques like deep learning too as a part of this course
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"The professor's class is fun, he prioritizes having fun, in the sense that the class fosters curiosity, and stimulates thoughts about concepts, problems and possible solutions unrestricted to class hours."
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"Expanding on the instructor’s strengths and areas for improvement in facilitating inclusive learning, I find the instructor to possess a commendable depth of knowledge and adeptness in teaching"
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,I think he is quite inclusive and considerate
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,Prof is always approachable outside of class. He promptly replies to any queries and is also very lenient and flexible. He is very understanding and this is an important factor in the learning process. I was
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,The professor explains each topic in detail and always gives clear answers to any doubts or questions.
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"The instructor's strengths lie in their extensive knowledge and experience in computer vision, evident through their adeptness at simplifying complex topics for better student comprehension. However, to"
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,N/A
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,handling the problems and availability of TA
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"In my opinion, the professor is a really great individual with a real passion for computer vision. He inspired me, and through his coursework, I have surpassed all my limits. I learned a lot of things quite fast"
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"overall great teaching and enthusiasm, but seems to be overly concerned about participation and has no leniency even if students have an emergency and cannot attend class"
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,Strengths: treats everyone equally.
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please expand on the instructor’s strengths and/or areas for improvement in facilitating inclusive learning.,"Apart from the timing issue and lecture content, I have no complaints, the course is actually great. I wish the extensions could be more precise on what would be a good one, as that is always difficult to rely"
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please comment on your experience of the online course environment in the open-ended text box.,Great online experience. 
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please comment on your experience of the online course environment in the open-ended text box.,It's good. But it would be better if have two classes instead of one. 
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please comment on your experience of the online course environment in the open-ended text box.,It was extremely informative and the instructor is can really make things sound not as boring as when we read on our own 
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please comment on your experience of the online course environment in the open-ended text box.,Really enjoyed the coursework and it was more of a one on one interaction all through the class. 
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please comment on your experience of the online course environment in the open-ended text box.,"Very informative courses. Learned about about pattern recognition, obejct detection and deep networking. "
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please comment on your experience of the online course environment in the open-ended text box.,I would say this class is very amazing and I learned a lot in this class. 
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please comment on your experience of the online course environment in the open-ended text box.,The professor was well organized with materials and very responsive. 
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please comment on your experience of the online course environment in the open-ended text box.,The course was really very well thought by the professor and always making it more interactive which was really very helpful 
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please comment on your experience of the online course environment in the open-ended text box.,The online classes where so good and interactive. 
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please comment on your experience of the online course environment in the open-ended text box.,"Great professor, great coursework. Classes could be split up into two days instead of one "
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please comment on your experience of the online course environment in the open-ended text box.,"This CS course at Northeastern University is unparalleled. Despite being conducted remotely, it's live and engaging. The curriculum is comprehensive, delving into everything from the fundamentals of"
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please comment on your experience of the online course environment in the open-ended text box.,It was my first online class and having the luxury to sit at home or anywhere I want and listen to the lecture was pretty amazing. 
40208,Pattern Recogn Comput Vision (Spring 2024),"Maxwell, Bruce",CS,5330,Please comment on your experience of the online course environment in the open-ended text box.,It was a good experience 
